💝电视公告,#genre#
重庆卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226409/index.m3u8?IASHttpSessionId=
贵州卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226474/index.m3u8?IASHttpSessionId=
青海卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226323/index.m3u8?IASHttpSessionId=
内蒙古卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226389/index.m3u8?IASHttpSessionId=
山西卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226392/index.m3u8?IASHttpSessionId=
西藏卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226433/index.m3u8?IASHttpSessionId=
兵团卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226439/index.m3u8?IASHttpSessionId=
云南卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226444/index.m3u8?IASHttpSessionId=
宁夏卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226454/index.m3u8?IASHttpSessionId=
陕西卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226457/index.m3u8?IASHttpSessionId=
新疆卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226460/index.m3u8?IASHttpSessionId=
延边卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226516/index.m3u8?IASHttpSessionId=
甘肃卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226522/index.m3u8?IASHttpSessionId=
山东教育卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221225655/index.m3u8?IASHttpSessionId=
安多卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221225659/index.m3u8?IASHttpSessionId=
康巴卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221225660/index.m3u8?IASHttpSessionId=
CGTN,http://39.134.64.87:6610/PLTV/88888888/224/3221225604/index.m3u8?IASHttpSessionId=
CGTN纪录,http://39.134.64.87:6610/PLTV/88888888/224/3221225602/index.m3u8?IASHttpSessionId=
CGTN法语,http://39.134.64.87:6610/PLTV/88888888/224/3221226520/index.m3u8?IASHttpSessionId=
CGTN俄语,http://39.134.64.87:6610/PLTV/88888888/224/3221226543/index.m3u8?IASHttpSessionId=
CGTN西班牙语,http://39.134.64.87:6610/PLTV/88888888/224/3221226431/index.m3u8?IASHttpSessionId=
CGTN阿拉伯语,http://39.134.64.87:6610/PLTV/88888888/224/3221226517/index.m3u8?IASHttpSessionId=
金鹰卡通,http://39.134.64.87:6610/PLTV/88888888/224/3221225653/index.m3u8?IASHttpSessionId=
卡酷少儿,http://39.134.64.87:6610/PLTV/88888888/224/3221225654/index.m3u8?IASHttpSessionId=
优漫卡通,http://39.134.64.87:6610/PLTV/88888888/224/3221225656/index.m3u8?IASHttpSessionId=
哈哈炫动,http://39.134.64.87:6610/PLTV/88888888/224/3221225657/index.m3u8?IASHttpSessionId=
黑莓动画,http://39.134.64.87:6610/PLTV/88888888/224/3221225662/index.m3u8?IASHttpSessionId=
黑莓电影,http://39.134.64.87:6610/PLTV/88888888/224/3221225743/index.m3u8?IASHttpSessionId=
NEWTV明星大片,http://39.134.64.87:6610/PLTV/88888888/224/3221225664/index.m3u8?IASHttpSessionId=
NEWTV惊悚悬疑,http://39.134.64.87:6610/PLTV/88888888/224/3221225665/index.m3u8?IASHttpSessionId=
NEWTV军事评论,http://39.134.64.87:6610/PLTV/88888888/224/3221225668/index.m3u8?IASHttpSessionId=
NEWTV精品大剧,http://39.134.64.87:6610/PLTV/88888888/224/3221225670/index.m3u8?IASHttpSessionId=
NEWTV海外剧场,http://39.134.64.87:6610/PLTV/88888888/224/3221225671/index.m3u8?IASHttpSessionId=
NEWTV精品纪录,http://39.134.64.87:6610/PLTV/88888888/224/3221225672/index.m3u8?IASHttpSessionId=
NEWTV怡伴健康,http://39.134.64.87:6610/PLTV/88888888/224/3221225673/index.m3u8?IASHttpSessionId=
NEWTV精品体育,http://39.134.64.87:6610/PLTV/88888888/224/3221225674/index.m3u8?IASHttpSessionId=
NEWTV哒啵电竞,http://39.134.64.87:6610/PLTV/88888888/224/3221225675/index.m3u8?IASHttpSessionId=
NEWTV军旅剧场,http://39.134.64.87:6610/PLTV/88888888/224/3221225676/index.m3u8?IASHttpSessionId=
NEWTV家庭剧场,http://39.134.64.87:6610/PLTV/88888888/224/3221225677/index.m3u8?IASHttpSessionId=
NEWTV武搏世界,http://39.134.64.87:6610/PLTV/88888888/224/3221225680/index.m3u8?IASHttpSessionId=
NEWTV中国功夫,http://39.134.64.87:6610/PLTV/88888888/224/3221225681/index.m3u8?IASHttpSessionId=
NEWTV农业致富,http://39.134.64.87:6610/PLTV/88888888/224/3221225683/index.m3u8?IASHttpSessionId=
NEWTV潮妈辣婆,http://39.134.64.87:6610/PLTV/88888888/224/3221225685/index.m3u8?IASHttpSessionId=
NEWTV超级综艺,http://39.134.64.87:6610/PLTV/88888888/224/3221225714/index.m3u8?IASHttpSessionId=
NEWTV超级体育,http://39.134.64.87:6610/PLTV/88888888/224/3221225715/index.m3u8?IASHttpSessionId=
NEWTV超级电视剧,http://39.134.64.87:6610/PLTV/88888888/224/3221225716/index.m3u8?IASHttpSessionId=
NEWTV超级电影,http://39.134.64.87:6610/PLTV/88888888/224/3221225717/index.m3u8?IASHttpSessionId=
NEWTV东北热剧,http://39.134.64.87:6610/PLTV/88888888/224/3221225741/index.m3u8?IASHttpSessionId=
NEWTV欢乐剧场,http://39.134.64.87:6610/PLTV/88888888/224/3221225742/index.m3u8?IASHttpSessionId=
NEWTV精品萌宠,http://39.134.64.87:6610/PLTV/88888888/224/3221226505/index.m3u8?IASHttpSessionId=
睛彩竞技,http://39.134.64.87:6610/PLTV/88888888/224/3221226124/index.m3u8?IASHttpSessionId=
睛彩篮球,http://39.134.64.87:6610/PLTV/88888888/224/3221226147/index.m3u8?IASHttpSessionId=
睛彩篮球,http://39.134.64.87:6610/PLTV/88888888/224/3221226469/index.m3u8?IASHttpSessionId=
睛彩青少,http://39.134.64.87:6610/PLTV/88888888/224/3221226508/index.m3u8?IASHttpSessionId=
睛彩广场舞,http://39.134.64.87:6610/PLTV/88888888/224/3221226472/index.m3u8?IASHttpSessionId=
咪咕视频,http://39.134.64.87:6610/PLTV/88888888/224/3221226398/index.m3u8?IASHttpSessionId=
纪实科教,http://39.134.64.87:6610/PLTV/88888888/224/3221225729/index.m3u8?IASHttpSessionId=



📡黑龙江七台河移动,#genre#
CCTV-1,http://39.135.133.158:80/wh7f454c46tw3455208293_-437216677/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-2,http://39.135.133.181:80/wh7f454c46tw1753598280_-1158942318/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-3,http://39.135.133.180:80/wh7f454c46tw1911551989_1111475535/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4,http://39.135.133.174:80/wh7f454c46tw2020606253_-1513657889/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5,http://39.135.133.171:80/wh7f454c46tw2109407115_535986094/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+,http://39.135.133.153:80/wh7f454c46tw2186117699_234643195/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-6,http://39.135.133.181:80/wh7f454c46tw2274582519_108969856/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7,http://39.135.133.178:80/wh7f454c46tw2338032951_-1581291575/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8,http://39.135.133.180:80/wh7f454c46tw2414072667_-2014649373/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9,http://39.135.133.180:80/wh7f454c46tw2456963860_2064055581/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://39.135.133.178:80/wh7f454c46tw2534973871_292390932/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-11,http://39.135.133.162:80/wh7f454c46tw3145230007_1781255099/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-12,http://39.135.133.157:80/wh7f454c46tw2591682669_99755796/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,http://39.135.133.177:80/wh7f454c46tw2683476148_61542859/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14,http://39.135.133.172:80/wh7f454c46tw2772481094_1368001067/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15,http://39.135.133.172:80/wh7f454c46tw2834441355_264852120/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV-16,http://39.135.133.175:80/wh7f454c46tw2886503636_1606632345/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17,http://39.135.133.173:80/wh7f454c46tw2940686610_-691030560/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CGTN,http://39.135.133.157:80/wh7f454c46tw3231791700_-1378800757/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225604/index.m3u8
CGTN记录,http://39.135.133.160:80/wh7f454c46tw3314979996_336973037/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225602/index.m3u8
东南卫视,http://39.135.133.163:80/wh7f454c46tw3373078022_575358625/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东方卫视,http://39.135.133.162:80/wh7f454c46tw3427284819_-1570744219/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
北京卫视,http://39.135.133.175:80/wh7f454c46tw3479399297_-210209349/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
吉林卫视,http://39.135.133.179:80/wh7f454c46tw3546683493_-1673996808/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
四川卫视,http://39.135.133.156:80/wh7f454c46tw3598946920_-525969198/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://39.135.133.159:80/wh7f454c46tw3657844224_60899006/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视,http://39.135.133.175:80/wh7f454c46tw3709528297_192205171/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视,http://39.135.133.166:80/wh7f454c46tw3755349095_2061760373/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
广东卫视,http://39.135.133.160:80/wh7f454c46tw3800931279_89199010/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
江苏卫视,http://39.135.133.158:80/wh7f454c46tw3852157421_-1936825694/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江西卫视,http://39.135.133.166:80/wh7f454c46tw3906931588_1737154373/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视,http://39.135.133.175:80/wh7f454c46tw3958944001_960253246/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://39.135.133.163:80/wh7f454c46tw4012077874_1717052261/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
浙江移动,http://39.135.133.175:80/wh7f454c46tw4062083811_-592865391/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
海南卫视,http://39.135.133.142:80/wh7f454c46tw4127400095_-1150535608/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
深圳卫视,http://39.135.133.163:80/wh7f454c46tw4181252291_-796517812/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
湖北卫视,http://39.135.133.176:80/wh7f454c46tw4233656429_-1963255816/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖南卫视,http://39.135.133.169:80/wh7f454c46tw4294086678_-785264939/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
贵州卫视,http://39.135.133.176:80/wh7f454c46tw53510839_-567064880/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
重庆卫视,http://39.135.133.160:80/wh7f454c46tw126237292_-2012564863/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
云南卫视,http://39.135.133.171:80/wh7f454c46tw4024023365_-2038334106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
内蒙古卫视,http://39.135.133.156:80/wh7f454c46tw4088843405_-845342279/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
宁夏卫视,http://39.135.133.157:80/wh7f454c46tw4147911576_-61336847/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
山西卫视,http://39.135.133.159:80/wh7f454c46tw4203650295_-39484576/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
广西卫视,http://39.135.133.160:80/wh7f454c46tw4256014869_-73654594/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
新疆卫视,http://39.135.133.156:80/wh7f454c46tw23648071_-292901457/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
甘肃卫视,http://39.135.133.172:80/wh7f454c46tw79483498_461897096/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
西藏卫视,http://39.135.133.162:80/wh7f454c46tw131822036_-639406571/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
辽宁卫视,http://39.135.133.156:80/wh7f454c46tw184692818_-453693247/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
陕西卫视,http://39.135.133.156:80/wh7f454c46tw239033902_328202299/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
青海卫视,http://39.135.133.156:80/wh7f454c46tw293288267_-1566141978/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
吉林延边卫视,http://39.135.133.174:80/wh7f454c46tw378508842_-1832718255/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
新疆兵团卫视,http://39.135.133.160:80/wh7f454c46tw456398101_-1639517617/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
四川康巴卫视,http://39.135.133.181:80/wh7f454c46tw520478973_-729833268/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
山东教育卫视,http://39.135.133.157:80/wh7f454c46tw574070175_1501075354/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
青海安多卫视,http://39.135.133.157:80/wh7f454c46tw641299427_-199207547/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
上海哈哈炫动,http://39.135.133.180:80/wh7f454c46tw724942278_-1162497944/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
上海纪实人文,http://39.135.133.133:80/wh7f454c46tw194406403_471399464/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
北京卡酷少儿,http://39.135.133.174:80/wh7f454c46tw781132955_758128089/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
北京纪实科教,http://39.135.133.157:80/wh7f454c46tw269292153_-869641680/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
江苏优漫卡通,http://39.135.133.157:80/wh7f454c46tw889675248_-1288226663/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
湖南金鹰卡通,http://39.135.133.156:80/wh7f454c46tw923610369_-1918430382/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
东北热剧,http://39.135.133.153:80/wh7f454c46tw324960756_-309530921/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
中国功夫,http://39.135.133.157:80/wh7f454c46tw397939020_-1322001321/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
军事评论,http://39.135.133.156:80/wh7f454c46tw451870290_-1689003542/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
军旅剧场,http://39.135.133.142:80/wh7f454c46tw512730782_-1711261760/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
农业致富,http://39.135.133.168:80/wh7f454c46tw573713964_-809461219/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
动作电影,http://39.135.133.156:80/wh7f454c46tw625023030_-1762735173/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
家庭剧场,http://39.135.133.178:80/wh7f454c46tw849115802_-1130045633/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
怡伴健康,http://39.135.133.149:80/wh7f454c46tw941983699_1132611715/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
惊悚悬疑,http://39.135.133.156:80/wh7f454c46tw1052332138_-585088226/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
明星大片,http://39.135.133.157:80/wh7f454c46tw1113318486_624494341/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
欢乐剧场,http://39.135.133.157:80/wh7f454c46tw1177309964_-1576638175/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
武博世界,http://39.135.133.156:80/wh7f454c46tw1232327280_-368021105/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
海外剧场,http://39.135.133.157:80/wh7f454c46tw1286659509_-1689245191/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
潮妈辣婆,http://39.135.133.157:80/wh7f454c46tw1358575989_-1793733056/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
爱情喜剧,http://39.135.133.178:80/wh7f454c46tw1417844001_1864225460/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品大剧,http://39.135.133.181:80/wh7f454c46tw1477842695_206343411/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品记录,http://39.135.133.170:80/wh7f454c46tw1540029257_-86850022/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
精品体育,http://39.135.133.155:80/wh7f454c46tw1594716280_1746814108/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
超级体育,http://39.135.133.156:80/wh7f454c46tw1647379116_814141682/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://39.135.133.139:80/wh7f454c46tw1703514651_-97890324/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://39.135.133.142:80/wh7f454c46tw1775235380_-505051013/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
起级综艺,http://39.135.133.170:80/wh7f454c46tw1829593328_844015498/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
金牌综艺,http://39.135.133.157:80/wh7f454c46tw1883986496_-280660977/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
精品萌宠,http://39.135.133.146:80/wh7f454c46tw1942689712_-1939908430/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
黑莓动画,http://39.135.133.157:80/wh7f454c46tw2027352089_870394665/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影,http://39.135.133.156:80/wh7f454c46tw2087250815_476903406/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
哒啵赛事,http://39.135.133.157:80/wh7f454c46tw2206994851_1674175321/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8





📡黑龙江哈尔滨移动,#genre#
CCTV1,http://39.134.65.106/PLTV/88888888/224/3221226119/1.m3u8?
CCTV1,http://39.134.65.106/PLTV/88888888/224/3221226075/1.m3u8?
CCTV1,http://39.134.65.106/PLTV/88888888/224/3221225816/1.m3u8?
CCTV2,http://39.134.65.106/PLTV/88888888/224/3221226079/1.m3u8?
CCTV2,http://39.134.65.106/PLTV/88888888/224/3221225599/1.m3u8?
CCTV3,http://39.134.65.106/PLTV/88888888/224/3221225799/1.m3u8?
CCTV4,http://39.134.65.106/PLTV/88888888/224/3221225797/1.m3u8?
CCTV4,http://39.134.65.106/PLTV/88888888/224/3221226092/1.m3u8?
CCTV5,http://39.134.65.106/PLTV/88888888/224/3221225818/1.m3u8?
CCTV5+,http://39.134.65.106/PLTV/88888888/224/3221225507/1.m3u8?
CCTV6,http://39.134.65.106/PLTV/88888888/224/3221225814/1.m3u8?
CCTV7,http://39.134.65.106/PLTV/88888888/224/3221225671/1.m3u8?
CCTV8,http://39.134.65.106/PLTV/88888888/224/3221225795/1.m3u8?
CCTV9,http://39.134.65.106/PLTV/88888888/224/3221225676/1.m3u8?
CCTV10,http://39.134.65.106/PLTV/88888888/224/3221225677/1.m3u8?
CCTV10,http://39.134.65.106/PLTV/88888888/224/3221226128/1.m3u8?
CCTV11,http://39.134.65.106/PLTV/88888888/224/3221226123/1.m3u8?
CCTV11,http://39.134.65.106/PLTV/88888888/224/3221225517/1.m3u8?
CCTV12,http://39.134.65.106/PLTV/88888888/224/3221226130/1.m3u8?
CCTV12,http://39.134.65.106/PLTV/88888888/224/3221225669/1.m3u8?
CCTV13,http://39.134.65.106/PLTV/88888888/224/3221226125/1.m3u8?
CCTV13,http://39.134.65.106/PLTV/88888888/224/3221225812/1.m3u8?
CCTV13,http://39.134.65.106/PLTV/88888888/224/3221226077/1.m3u8?
CCTV14,http://39.134.65.106/PLTV/88888888/224/3221225674/1.m3u8?
CCTV14,http://39.134.65.106/PLTV/88888888/224/3221226132/1.m3u8?
CCTV15,http://39.134.65.106/PLTV/88888888/224/3221225513/1.m3u8?
CCTV15,http://39.134.65.106/PLTV/88888888/224/3221226127/1.m3u8?
CCTV16,http://39.134.65.106/PLTV/88888888/224/3221225893/1.m3u8?
CCTV17,http://39.134.65.106/PLTV/88888888/224/3221225708/1.m3u8?
CETV1,http://39.134.65.106/PLTV/88888888/224/3221225563/1.m3u8?
CETV2,http://39.134.65.106/PLTV/88888888/224/3221226064/1.m3u8?
CETV4,http://39.134.65.106/PLTV/88888888/224/3221225750/1.m3u8?
CGTN记录,http://39.134.65.106/PLTV/88888888/224/3221225509/1.m3u8?
CGTN,http://39.134.65.106/PLTV/88888888/224/3221225510/1.m3u8?
CGTN阿语,http://39.134.65.106/PLTV/88888888/224/3221226081/1.m3u8?
CGTN俄语,http://39.134.65.106/PLTV/88888888/224/3221226096/1.m3u8?
CGTN法语,http://39.134.65.106/PLTV/88888888/224/3221226083/1.m3u8?
CGTN西语,http://39.134.65.106/PLTV/88888888/224/3221226094/1.m3u8?
江苏卫视,http://39.134.65.106/PLTV/88888888/224/3221225503/1.m3u8?
辽宁卫视,http://39.134.65.106/PLTV/88888888/224/3221225499/1.m3u8?
辽宁卫视,http://39.134.65.106/PLTV/88888888/224/3221226089/1.m3u8?
康巴卫视,http://39.134.65.106/PLTV/88888888/224/3221225527/1.m3u8?
河北卫视,http://39.134.65.106/PLTV/88888888/224/3221225495/1.m3u8?
东南卫视,http://39.134.65.106/PLTV/88888888/224/3221225500/1.m3u8?
浙江卫视,http://39.134.65.106/PLTV/88888888/224/3221225514/1.m3u8?
湖南卫视,http://39.134.65.106/PLTV/88888888/224/3221225506/1.m3u8?
重庆卫视,http://39.134.65.106/PLTV/88888888/224/3221225502/1.m3u8?
海南卫视,http://39.134.65.106/PLTV/88888888/224/3221225530/1.m3u8?
山西卫视,http://39.134.65.106/PLTV/88888888/224/3221225496/1.m3u8?
安多卫视,http://39.134.65.106/PLTV/88888888/224/3221225531/1.m3u8?
山东教育卫视,http://39.134.65.106/PLTV/88888888/224/3221225558/1.m3u8?
青海卫视,http://39.134.65.106/PLTV/88888888/224/3221225573/1.m3u8?
陕西卫视,http://39.134.65.106/PLTV/88888888/224/3221225567/1.m3u8?
湖北卫视,http://39.134.65.106/PLTV/88888888/224/3221225569/1.m3u8?
甘肃卫视,http://39.134.65.106/PLTV/88888888/224/3221225584/1.m3u8?
新疆卫视,http://39.134.65.106/PLTV/88888888/224/3221225582/1.m3u8?
宁夏卫视,http://39.134.65.106/PLTV/88888888/224/3221225579/1.m3u8?
西藏卫视,http://39.134.65.106/PLTV/88888888/224/3221225570/1.m3u8?
内蒙古卫视,http://39.134.65.106/PLTV/88888888/224/3221225577/1.m3u8?
贵州卫视,http://39.134.65.106/PLTV/88888888/224/3221225576/1.m3u8?
天津卫视,http://39.134.65.106/PLTV/88888888/224/3221225665/1.m3u8?
深圳卫视,http://39.134.65.106/PLTV/88888888/224/3221225668/1.m3u8?
东方卫视,http://39.134.65.106/PLTV/88888888/224/3221225672/1.m3u8?
东方卫视,http://39.134.65.106/PLTV/88888888/224/3221225673/1.m3u8?
